TrialID,Condition,Series,DisparityArcmin,IsTestSecond,IsCorrect,QuestTrial
1,Peripheral,Uncross,-0.9884959,True,True,1
2,Peripheral,Cross,0.9884959,True,True,1
3,Peripheral,Cross,0.5672426,True,True,2
4,Peripheral,Cross,0.3370064,True,False,3
5,Peripheral,Uncross,-0.5672426,True,False,2
6,Peripheral,Uncross,-0.8907354,True,False,3
7,Peripheral,Uncross,-1.846425,True,True,4
8,Peripheral,Uncross,-1.350994,True,False,5
9,Peripheral,Uncross,-2.049075,True,True,6
10,Peripheral,Cross,0.5291979,True,True,4
11,Peripheral,Cross,0.4605922,True,False,5
12,Peripheral,Cross,0.6294989,True,True,6
13,Peripheral,Cross,0.5672426,True,True,7
14,Peripheral,Uncross,-1.783431,True,True,7
15,Peripheral,Cross,0.5291979,True,True,8
16,Peripheral,Uncross,-1.663817,True,True,8
17,Peripheral,Uncross,-1.552225,True,False,9
18,Peripheral,Cross,0.5111433,True,True,9
19,Peripheral,Uncross,-1.846425,True,False,10
20,Peripheral,Cross,0.4937048,True,False,10
21,Peripheral,Uncross,-2.354286,True,False,11
22,Peripheral,Uncross,-5.231099,True,False,12
23,Peripheral,Uncross,-16.44676,True,True,13
24,Peripheral,Uncross,-11.22668,True,False,14
25,Peripheral,Uncross,-17.02769,True,True,15
26,Peripheral,Cross,0.5478901,True,True,11
27,Peripheral,Cross,0.5291979,True,True,12
28,Peripheral,Uncross,-14.82021,True,True,16
29,Peripheral,Cross,0.5291979,True,True,13
30,Peripheral,Cross,0.5111433,True,False,14
31,Peripheral,Uncross,-13.82622,True,False,17
32,Peripheral,Cross,0.5672426,True,False,15
33,Peripheral,Uncross,-17.02769,True,False,18
34,Peripheral,Uncross,-24.94508,True,False,19
35,Peripheral,Uncross,-65.93188,True,True,20
36,Peripheral,Cross,0.6294989,True,False,16
37,Peripheral,Cross,0.7232634,True,True,17
38,Peripheral,Uncross,-46.59526,True,False,21
39,Peripheral,Uncross,-70.67182,True,True,22
40,Peripheral,Cross,0.698588,True,True,18
41,Peripheral,Cross,0.6747544,True,False,19
42,Peripheral,Cross,0.7488104,True,False,20
43,Peripheral,Uncross,-61.50986,True,False,23
44,Peripheral,Cross,0.8907354,True,False,21
45,Peripheral,Uncross,-84.06653,True,False,24
46,Peripheral,Uncross,-100,True,False,25
47,Peripheral,Cross,1.217383,True,False,22
48,Peripheral,Cross,4.102658,True,False,23
49,Peripheral,Cross,13.35452,True,True,24
50,Peripheral,Cross,9.115889,True,False,25
51,Center,Uncross,-0.9884959,True,True,1
52,Center,Uncross,-0.5672426,True,True,2
53,Center,Uncross,-0.3370064,True,False,3
54,Center,Cross,0.9884959,True,False,1
55,Center,Cross,3.827495,True,True,2
56,Center,Cross,2.523539,True,True,3
57,Center,Uncross,-0.5291979,True,True,4
58,Center,Uncross,-0.4605922,True,False,5
59,Center,Cross,1.911644,True,True,4
60,Center,Uncross,-0.6294989,True,True,6
61,Center,Cross,1.607053,True,True,5
62,Center,Cross,1.398713,True,True,6
63,Center,Cross,1.304902,True,True,7
64,Center,Cross,1.217383,True,True,8
65,Center,Uncross,-0.5672426,True,True,7
66,Center,Uncross,-0.5291979,True,True,8
67,Center,Cross,1.135733,True,True,9
68,Center,Cross,1.096986,True,True,10
69,Center,Uncross,-0.5111433,True,True,9
70,Center,Cross,1.023411,True,True,11
71,Center,Cross,0.9884959,True,True,12
72,Center,Cross,0.9547716,True,True,13
73,Center,Uncross,-0.4937048,True,True,10
74,Center,Uncross,-0.4768612,True,True,11
75,Center,Uncross,-0.4605922,True,True,12
76,Center,Cross,0.9221979,True,True,14
77,Center,Cross,0.9221979,True,True,15
78,Center,Uncross,-0.4448783,True,True,13
79,Center,Cross,0.8907354,True,True,16
80,Center,Cross,0.8603464,True,True,17
81,Center,Uncross,-0.4297005,True,True,14
82,Center,Uncross,-0.4297005,True,True,15
83,Center,Cross,0.8309942,True,True,18
84,Center,Cross,0.8309942,True,True,19
85,Center,Cross,0.8026434,True,False,20
86,Center,Cross,0.8603464,True,True,21
87,Center,Cross,0.8603464,True,True,22
88,Center,Cross,0.8309942,True,True,23
89,Center,Uncross,-0.4150405,True,True,16
90,Center,Cross,0.8309942,True,True,24
91,Center,Uncross,-0.4150405,True,True,17
92,Center,Cross,0.8026434,True,True,25
93,Center,Uncross,-0.4008806,True,True,18
94,Center,Uncross,-0.4008806,True,False,19
95,Center,Uncross,-0.4297005,True,True,20
96,Center,Uncross,-0.4150405,True,True,21
97,Center,Uncross,-0.4150405,True,True,22
98,Center,Uncross,-0.4008806,True,True,23
99,Center,Uncross,-0.4008806,True,True,24
100,Center,Uncross,-0.4008806,True,False,25
101,Center,Cross,0.9884959,True,True,1
102,Center,Cross,0.5672426,True,True,2
103,Center,Uncross,-0.9884959,True,True,1
104,Center,Cross,0.3370064,True,False,3
105,Center,Uncross,-0.5672426,True,True,2
106,Center,Uncross,-0.3370064,True,False,3
107,Center,Cross,0.5291979,True,False,4
108,Center,Cross,0.7752597,True,True,5
109,Center,Uncross,-0.5291979,True,True,4
110,Center,Uncross,-0.4605922,True,True,5
111,Center,Uncross,-0.4297005,True,True,6
112,Center,Uncross,-0.4008806,True,True,7
113,Center,Cross,0.698588,True,True,6
114,Center,Cross,0.651734,True,False,7
115,Center,Cross,0.8026434,True,False,8
116,Center,Uncross,-0.3739937,True,False,8
117,Center,Uncross,-0.4448783,True,False,9
118,Center,Uncross,-0.5291979,True,True,10
119,Center,Cross,1.05956,True,True,9
120,Center,Cross,0.9547716,True,True,10
121,Center,Cross,0.8907354,True,True,11
122,Center,Uncross,-0.4937048,True,False,11
123,Center,Cross,0.8603464,True,True,12
124,Center,Uncross,-0.5872787,True,True,12
125,Center,Cross,0.8309942,True,True,13
126,Center,Cross,0.8026434,True,True,14
127,Center,Uncross,-0.5672426,True,True,13
128,Center,Uncross,-0.5291979,True,True,14
129,Center,Uncross,-0.5291979,True,True,15
130,Center,Cross,0.7752597,True,True,15
131,Center,Cross,0.7752597,True,True,16
132,Center,Uncross,-0.5111433,True,True,16
133,Center,Uncross,-0.4937048,True,False,17
134,Center,Cross,0.7488104,True,True,17
135,Center,Cross,0.7488104,True,True,18
136,Center,Uncross,-0.5478901,True,True,18
137,Center,Uncross,-0.5291979,True,True,19
138,Center,Uncross,-0.5111433,True,True,20
139,Center,Cross,0.7232634,True,True,19
140,Center,Uncross,-0.5111433,True,True,21
141,Center,Cross,0.7232634,True,True,20
142,Center,Uncross,-0.4937048,True,True,22
143,Center,Cross,0.698588,True,True,21
144,Center,Uncross,-0.4937048,True,True,23
145,Center,Cross,0.698588,True,True,22
146,Center,Cross,0.6747544,True,False,23
147,Center,Uncross,-0.4768612,True,True,24
148,Center,Cross,0.7232634,True,True,24
149,Center,Uncross,-0.4768612,True,True,25
150,Center,Cross,0.698588,True,True,25
151,Peripheral,Uncross,-0.9884959,True,True,1
152,Peripheral,Uncross,-0.5672426,True,True,2
153,Peripheral,Cross,0.9884959,True,False,1
154,Peripheral,Uncross,-0.3370064,True,True,3
155,Peripheral,Cross,3.827495,True,True,2
156,Peripheral,Cross,2.523539,True,True,3
157,Peripheral,Cross,1.911644,True,True,4
158,Peripheral,Uncross,-0.2072922,True,True,4
159,Peripheral,Uncross,-0.1275051,True,False,5
160,Peripheral,Uncross,-0.20022,True,True,6
161,Peripheral,Uncross,-0.1742633,True,True,7
162,Peripheral,Uncross,-0.1625756,True,True,8
163,Peripheral,Cross,1.607053,True,True,5
164,Peripheral,Uncross,-0.1516717,True,False,9
165,Peripheral,Uncross,-0.1804187,True,False,10
166,Peripheral,Cross,1.398713,True,True,6
167,Peripheral,Uncross,-0.2221947,True,True,11
168,Peripheral,Uncross,-0.2072922,True,False,12
169,Peripheral,Uncross,-0.2552908,True,True,13
170,Peripheral,Cross,1.304902,True,True,7
171,Peripheral,Uncross,-0.2381685,True,True,14
172,Peripheral,Cross,1.217383,True,True,8
173,Peripheral,Cross,1.135733,True,True,9
174,Peripheral,Cross,1.096986,True,False,10
175,Peripheral,Cross,1.260383,True,True,11
176,Peripheral,Cross,1.217383,True,True,12
177,Peripheral,Uncross,-0.230043,True,True,15
178,Peripheral,Cross,1.17585,True,True,13
179,Peripheral,Cross,1.135733,True,True,14
180,Peripheral,Cross,1.096986,True,True,15
181,Peripheral,Cross,1.096986,True,True,16
182,Peripheral,Uncross,-0.2221947,True,True,16
183,Peripheral,Cross,1.05956,True,True,17
184,Peripheral,Cross,1.023411,True,False,18
185,Peripheral,Uncross,-0.2146141,True,True,17
186,Peripheral,Cross,1.096986,True,True,19
187,Peripheral,Uncross,-0.2072922,True,True,18
188,Peripheral,Uncross,-0.20022,True,False,19
189,Peripheral,Uncross,-0.2221947,True,True,20
190,Peripheral,Uncross,-0.2146141,True,False,21
191,Peripheral,Uncross,-0.230043,True,True,22
192,Peripheral,Cross,1.096986,True,True,20
193,Peripheral,Uncross,-0.230043,True,True,23
194,Peripheral,Uncross,-0.2221947,True,True,24
195,Peripheral,Cross,1.05956,True,True,21
196,Peripheral,Uncross,-0.2221947,True,True,25
197,Peripheral,Cross,1.05956,True,True,22
198,Peripheral,Cross,1.05956,True,False,23
199,Peripheral,Cross,1.096986,True,True,24
200,Peripheral,Cross,1.096986,True,True,25
